"February","is-part-of","winter","culture",1
"diverse","is-opposite-of","uniform","properties",1
"burglar","is-related-to","lock","culture",1
"flour","is-part-of","bread","culture",1
"hungry","is-property-of","Gollum","media",1
"gay","is-related-to","happy","properties",1
"dance","is-effect-of","happy","people",1
"10","is-related-to","October","culture",1
"enthusiastic","is-related-to","religion","culture",1
"talk show host","is-part-of","talk show","media",1
"Pony Girl","is-effect-of","love","people",1
"cougar","is-a","cat","nature",1
"happy","is-related-to","beer","culture",1
"Persepolis","is-part-of","Fars","geography",1
"blow","is-effect-of","trumpet","culture",1
"happy","is-property-of","playful","properties",1
"Christopher Columbus","is-related-to","discovery","history",1
"masculine","is-property-of","power tool","culture",1
"attic","is-part-of","house","culture",1
"water gun","is-a","toy","culture",1
"natural","is-related-to","calm","properties",1
"heavy","is-property-of","exhaustion","emotion",1
"Judas","is-a","traitor","history",1
"fear","is-a","emotion","emotion",2
"white","is-property-of","swan","nature",1
"court","is-part-of","state","culture",1
"Slovakia","is-a","country","geography",1
"punk","is-related-to","rock 'n' roll","sound",1
"innovator","is-a","person","culture",1
"Twix","is-same-as","Raider","culture",1
"Lincoln","is-a","city","geography",1
"stubborn","is-property-of","lemming","nature",1
"black","is-a","bold","graphics",1
"prayer","is-related-to","Mass","culture",1
"pleasant","is-property-of","alcohol","culture",1
"gift","is-related-to","birthday","culture",1
"Machu Picchu","is-related-to","mountain","culture",1
"black","is-related-to","evil","culture",1
"folklore","is-related-to","tradition","culture",1
"white","is-property-of","astronaut","culture",1
"Sony","is-related-to","Japan","culture",1
"Arkansas","is-part-of","Bible Belt","culture",1
"static","is-property-of","manga","media",1
"spontaneous","is-property-of","growth","nature",1
"elegant","is-property-of","formal science","culture",1
"Istanbul","is-related-to","Silk Road","history",1
"speech","is-related-to","Abraham Lincoln","people",1
"drum and bass","is-same-as","drum n bass","sound",1
"rough","is-property-of","harsh","properties",1
"crystal ball","is-related-to","doubt","media",1
"dangerous","is-related-to","reptile","nature",1
"dark","is-related-to","creepy","properties",1
"sea","is-related-to","surf","culture",1
"cool","is-property-of","kung fu","culture",1
"carousel","is-a","merry-go-round","culture",1
"thick","is-property-of","Trade Gothic","graphics",1
"syllable","is-part-of","word","sound",1
"relaxed","is-property-of","walk","nature",1
"Helvetica","is-related-to","legibility","graphics",1
"new","is-property-of","creative","properties",1
"sharp","is-property-of","triangle","graphics",1
"flower","is-part-of","garden","culture",1
"church","is-a","building","culture",1
"fierce","is-property-of","Rambo","properties",1
"Lubbock","is-part-of","Texas","geography",1
"s49","is-a","end","culture",1
"ocean","is-same-as","sea","nature",1
"pupil","is-part-of","eye","nature",1
"ecosystem","is-part-of","nature","nature",1
"black","is-property-of","ladybird","nature",1
"steel","is-part-of","barrel","culture",1
"testicle","is-a","organ","nature",1
"box","is-related-to","post","culture",1
"nice","is-property-of","friend","culture",1
"heathen","is-part-of","paganism","culture",1
"Colorado","is-a","state","geography",1
"Divine Comedy","is-related-to","soul","history",1
"Loki","is-a","liar","culture",1
"strong","is-property-of","The Terminator","media",1
"unpleasant","is-property-of","stench","nature",1
"shoes","is-part-of","clothing","people",1
"coward","is-related-to","chicken","culture",1
"miracle","is-related-to","Christmas","culture",1
"Poland","is-part-of","Central Europe","geography",1
"lonely","is-related-to","nostalgic","properties",1
"ring","is-related-to","The Lord of the Rings","media",1
"dark","is-property-of","deep","properties",1
"jealousy","is-related-to","prize","culture",1
"Jan Mayen","is-a","country","geography",1
"tidy","is-property-of","office","culture",1
"flexible","is-related-to","yew","nature",1
"dangerous","is-property-of","time travel","media",1
"equinox","is-part-of","March","culture",1
"short","is-related-to","small","properties",1
"ugly","is-opposite-of","pretty","properties",2
"rooster","is-related-to","duel","culture",1
"Rocky","is-a","boxer","media",1
"Valkyrie","is-part-of","Norse mythology","history",1
"exhausted","is-property-of","shamble","nature",1
"slow","is-property-of","bureaucracy","culture",1
"white","is-property-of","dove","nature",1
"tuba","is-a","horn","culture",1
"Mars","is-a","planet","nature",1
"calm","is-property-of","cough syrup","science",1
"mysterious","is-property-of","crop circle","culture",1
"annoying","is-property-of","traffic jam","culture",1
"sunday","is-related-to","church","culture",1
"Olympic Games","is-a","contest","culture",1
"Adidas","is-a","brand","culture",1
"small","is-property-of","dice","culture",1
"annoying","is-property-of","computer","culture",1
"masculine","is-property-of","Snickers","culture",1
"window","is-part-of","building","culture",1
"nightlife","is-related-to","prostitute","culture",1
"polished","is-property-of","shiny","properties",1
"s50","is-a","s57","people",3
"lips","is-related-to","lipstick","culture",1
"Coca-Cola","is-a","brand","culture",1
"shading","is-a","filter","graphics",1
"turquoise","is-a","mineral","nature",1
"Woob","is-part-of","Second Life","science",1
"part","is-same-as","piece","culture",1
"toe","is-part-of","foot","nature",1
"heavy","is-property-of","leather","properties",3
"Turkey","is-a","country","geography",1
"solid","is-property-of","iron","properties",7
"soul","is-related-to","eye","culture",1
"siren","is-related-to","danger","culture",1
"pink","is-property-of","Duracell Bunny","media",1
"Cleveland","is-part-of","Ohio","geography",1
"fat","is-property-of","BMW","culture",1
"cheap","is-property-of","fake","properties",1
"nectar","is-related-to","bee","nature",1
"rivulet","is-a","stream","nature",1
"healthy","is-property-of","ecology","culture",2
"boat","is-same-as","ship","culture",1
"joy","is-a","emotion","emotion",1
"brother","is-part-of","family","culture",1
"nervous","is-property-of","nerdy","properties",1
"silent","is-property-of","secret","culture",1
"silent","is-same-as","quiet","properties",1
"s20","is-a","s61","people",3
"goldfish","is-a","fish","culture",1
"mysterious","is-property-of","cryptic","properties",1
"round","is-property-of","egg","nature",1
"vicuna","is-a","camel","nature",1
"masculine","is-property-of","Thor","culture",1
"wet","is-property-of","moor","nature",1
"friday","is-a","day","culture",1
"Alhambra","is-part-of","tourism","culture",1
"Alfred Hitchcock","is-related-to","anxiety","media",1
"water","is-related-to","bathroom","culture",1
"loud","is-property-of","locomotive","culture",1
"Fluxus","is-related-to","Dada","history",1
"expensive","is-property-of","architecture","culture",1
"irritated","is-effect-of","irritation","emotion",1
"busy","is-property-of","bee","nature",10
"dark","is-property-of","war","culture",1
"mist","is-related-to","dawn","nature",1
"s1","is-a","s19","people",4
"font","is-same-as","typeface","graphics",1
"horse","is-part-of","farm","culture",1
"twirl","is-a","distortion","graphics",1
"Inquisition","is-related-to","Spain","history",1
"thyme","is-a","mint","nature",1
"easy","is-property-of","pop","sound",1
"territory","is-related-to","food","nature",1
"big","is-property-of","university","science",1
"Lotus","is-a","car","culture",1
"tail","is-part-of","cat","nature",1
"shallow","is-related-to","simple","properties",1
"crawl","is-a","locomotion","nature",1
"muskrat","is-a","rodent","nature",1
"analytical","is-property-of","logic","science",1
"duel","is-related-to","rapier","culture",1
"decay","is-effect-of","time","nature",1
"sad","is-related-to","cypress","nature",1
"beard","is-related-to","God","culture",1
"NASDAQ","is-a","stock exchange","culture",1
"angular","is-property-of","structure","culture",1
"crowbar","is-related-to","burglar","culture",1
"Chandler","is-a","city","geography",1
"civil war","is-related-to","revolution","culture",1
"American football","is-related-to","football","culture",1
"tiny","is-property-of","cell","nature",1
"Leonard Nimoy","is-same-as","Spock","people",1
"pheromone","is-related-to","bee","nature",1
"Garland","is-part-of","Texas","geography",1
"small","is-property-of","goblin","culture",1
"business lunch","is-a","lunch","culture",1
"intricate","is-property-of","life","nature",1
"hard","is-related-to","rock","nature",1
"shopping","is-related-to","store","culture",1
"profound","is-property-of","emotion","emotion",1
"ASIMO","is-related-to","astronaut","culture",1
"athletics","is-a","sport","culture",1
"osprey","is-a","bird of prey","nature",1
"evolution","is-related-to","biology","culture",1
"Grand Canyon","is-part-of","tourism","culture",1
"gospel","is-a","music","sound",1
"intelligent","is-property-of","Google","media",1
"arctic","is-a","landscape","nature",1
"ankle","is-part-of","foot","nature",1
"Neil Armstrong","is-a","astronaut","culture",1
"stubborn","is-related-to","child","culture",1
"battle","is-part-of","war","culture",1
"Disneyland","is-a","amusement park","culture",1
"Delaware","is-part-of","The South","geography",1
"slimy","is-related-to","evil","properties",1
"dry","is-property-of","savanna","nature",1
"small","is-property-of","shrub","nature",1
"dynamic","is-property-of","geyser","nature",1
"Pringles","is-a","brand","culture",1
"Trajan","is-related-to","movie","graphics",1
"s200","is-a","s1000a","people",1
"Dolly","is-a","serif","graphics",1
"python","is-a","snake","nature",1
"social network","is-related-to","rumor","media",1
"parrot","is-a","bird","nature",1
"artistic","is-property-of","painting","culture",1
"large","is-property-of","troll","culture",1
"oil","is-a","fuel","culture",1
"aorta","is-a","artery","nature",1
"doughnut","is-related-to","police officer","people",1
"Poland","is-a","country","geography",1
"hectic","is-property-of","Jim Carrey","media",1
"dangerous","is-property-of","drug","culture",2
"wink","is-related-to","secret","emotion",1
"adventurous","is-property-of","hero","media",1
"fast","is-property-of","Wi-Fi","science",1
"mafia","is-related-to","Italy","culture",1
"deep","is-property-of","astrology","culture",1
"technical","is-property-of","chemistry","culture",1
"addictive","is-property-of","drug","emotion",1
"teeth","is-related-to","boxing","culture",1
"transparent","is-property-of","glass","culture",2
"James Joyce","is-related-to","stream of consciousness","culture",1
"color wheel","is-related-to","harmony","graphics",1
"strong","is-related-to","thick","properties",1
"rude","is-property-of","vulgar","properties",1
"graceful","is-property-of","flame","nature",1
"horse","is-a","mammal","nature",1
"detailed","is-property-of","explanation","science",1
"fishing","is-a","water sport","culture",1
"spaceship","is-related-to","space","science",1
"clothing","is-related-to","fashion","people",1
"Islip","is-part-of","New York","geography",1
"mother","is-a","female","culture",1
"Fort Worth","is-a","city","geography",1
"fresh","is-property-of","toothpaste","culture",1
"rhythm and blues","is-related-to","gospel","sound",1
"stylish","is-same-as","classy","properties",1
"pillar","is-part-of","cathedral","culture",1
"s4","is-a","s28a","people",1
"hard","is-property-of","army","culture",1
"fret","is-related-to","hand","emotion",1
"traffic light","is-part-of","city","culture",1
"disease","is-a","virus","nature",1
"Goodyear Blimp","is-related-to","advertising","media",1
"coffin","is-part-of","funeral","culture",1
"publishing","is-part-of","research","culture",1
"fart","is-related-to","bath","culture",1
"dirty","is-property-of","revolution","culture",1
"Nordic region","is-a","tundra","geography",1
"powerful","is-property-of","prime minister","culture",1
"Netherlands","is-related-to","cheese","culture",1
"fast","is-property-of","centipede","nature",1
"evolution","is-part-of","nature","nature",1
"Christmas","is-related-to","family","culture",1
"photography","is-related-to","news","media",1
"natural","is-property-of","shading","graphics",1
"unexpected","is-opposite-of","predictable","properties",1
"Persepolis","is-part-of","tourism","culture",1
"distant","is-related-to","long","properties",1
"paper","is-a","material","culture",1
"health insurance","is-related-to","medicine","culture",1
"crouch","is-a","posture","nature",1
"Gargamel","is-part-of","Smurfs","media",1
"chaotic","is-related-to","irrational","properties",1
"black","is-related-to","nothing","culture",1
"fringe","is-a","olive","nature",1
"monotonous","is-opposite-of","interesting","properties",1
"mist","is-related-to","fog","nature",1
"bug","is-part-of","software","culture",1
"healthy","is-a","positive","properties",1
"Guernsey","is-part-of","Northern Europe","geography",1
"claw","is-part-of","paw","nature",1
"uniform","is-related-to","police officer","people",1
"famous","is-property-of","The Beatles","people",1
"cycling","is-a","sport","culture",1
"crouch","is-related-to","cower","nature",1
"applause","is-effect-of","audience","emotion",1
"box","is-related-to","curiosity","culture",1
"sentence","is-part-of","paragraph","culture",1
"Das Boot","is-a","submarine","media",1
"thorn","is-part-of","bramble","nature",1
"repetitive","is-property-of","wave","nature",1
"calm","is-property-of","modest","properties",1
"Valentine's Day","is-related-to","love","culture",1
"barren","is-a","landscape","nature",1
"sassafrass","is-a","laurel","nature",1
"The Rolling Stones","is-a","band","sound",2
"broken heart","is-related-to","love","people",1
"proud","is-property-of","march","culture",1
"mysterious","is-property-of","pseudoscience","culture",1
"bitter","is-property-of","olive","nature",1
"interesting","is-property-of","computer","culture",1
"walk","is-a","locomotion","nature",1
"white","is-property-of","Nazism","culture",1
"proud","is-property-of","antler","nature",1
"H. P. Lovecraft","is-a","writer","people",1
"pipe","is-related-to","Sherlock Holmes","media",1
"addictive","is-property-of","codeine","science",1
"Norway","is-part-of","Nordic region","geography",1
"GPL","is-a","license","culture",1
"sharp","is-property-of","clash","sound",1
"Divine Comedy","is-a","poem","history",1
"My Little Pony","is-a","pony","culture",1
"bluff","is-related-to","poker","culture",1
"Ronald McDonald","is-a","clown","culture",1
"comfortable","is-related-to","relaxed","properties",1
"pitiful","is-property-of","Gollum","media",1
"morning","is-related-to","bathroom","culture",1
"beaver","is-a","rodent","nature",1
"canvas","is-a","fabric","culture",1
"soft","is-property-of","gentle","properties",1
"entrepreneur","is-related-to","stock exchange","culture",1
"goat","is-related-to","field","nature",1
"geeky","is-property-of","geek","culture",1
"difficult","is-property-of","exam","culture",1
"traffic","is-part-of","Times Square","culture",1
"hose","is-related-to","garden","culture",1
"wicked","is-property-of","hyena","nature",1
"saturday","is-a","day","culture",1
"June","is-a","month","culture",1
"tusk","is-a","teeth","nature",1
"lonely","is-property-of","peak","nature",1
"hiss","is-effect-of","snake","nature",1
"siren","is-related-to","panic","culture",1
"boring","is-property-of","bureaucracy","culture",1
"ghost","is-related-to","cemetary","culture",1
"storm","is-part-of","weather","nature",1
"standard","is-opposite-of","special","properties",1
"colorful","is-property-of","jazz","sound",1
"machine","is-part-of","factory","culture",1
"menacing","is-property-of","Cylon","media",1
"typographer","is-same-as","type designer","graphics",1
"repetitive","is-property-of","autism","people",1
"Giza","is-part-of","Cairo","culture",1
"lonely","is-related-to","nightmare","culture",1
"merry-go-round","is-part-of","playground","culture",1
"heavy","is-related-to","dark","properties",1
"nerd","is-part-of","conference","science",1
"Fawlty Towers","is-a","sitcom","media",1
"Fiat","is-a","car","culture",1
"box","is-a","container","culture",1
"flexible","is-property-of","compliant","properties",1
"work","is-part-of","communism","culture",1
"mirror","is-related-to","vanity","people",1
"Pablo Picasso","is-a","artist","people",1
"stubborn","is-property-of","R2-D2","media",1
"addictive","is-property-of","nicotine","culture",1
"eat","is-effect-of","appetite","nature",1
"Jersey City","is-part-of","New Jersey","geography",1
"Holy Bible","is-same-as","Bible","culture",1
"war","is-related-to","Mohammed","people",1
"topic","is-part-of","discussion","people",1
"olive oil","is-related-to","olive","nature",1
"help","is-effect-of","friendship","culture",1
"confident","is-property-of","Stone Sans","graphics",1
"earthworm","is-a","worm","nature",1
"quasar","is-part-of","cosmos","nature",1
"industrious","is-opposite-of","lazy","properties",1
"drugs","is-related-to","nightlife","culture",1
"fly","is-a","locomotion","nature",1
"pine","is-a","conifer","nature",1
"black","is-property-of","African American","culture",1
"river","is-related-to","beaver","nature",1
"Black Hole","is-related-to","Charles Burns","people",1
"cruel","is-property-of","ogre","culture",1
"void","is-related-to","universe","nature",1
"horror","is-related-to","psychopath","people",1
"angular","is-property-of","Bauhaus","graphics",1
"mule","is-related-to","horse","nature",1
"Halloween","is-same-as","Samhain","history",1
"massive","is-property-of","quasar","nature",1
"scary","is-property-of","horror","media",1
"April","is-a","month","culture",1
"agriculture","is-related-to","farm","culture",1
"techno","is-part-of","electronica","sound",1
"exotic","is-opposite-of","boring","properties",1
"snake","is-a","reptile","nature",1
"loud","is-property-of","hyena","nature",1
"earring","is-a","jewel","culture",1
"interesting","is-property-of","pleasant","properties",1
"7","is-related-to","July","culture",1
"secret","is-related-to","liar","culture",1
"Call of Cthulhu","is-part-of","horror","media",1
"fat","is-property-of","Garfield","media",1
"vacation","is-related-to","summer","culture",1
"cool","is-related-to","skating","culture",1
"erosion","is-effect-of","wave","nature",1
"factory","is-related-to","pollution","culture",1
"sly","is-property-of","weasel","nature",1
"Sculptris","is-a","Program","graphics",1
"aurora","is-related-to","Nordic region","culture",1
"start","is-a","s4","culture",2
"logical","is-property-of","Spock","media",1
"haughty","is-related-to","vanity","culture",1
"scream","is-effect-of","panic","emotion",1
"arrogant","is-property-of","haughty","history",1
"metaphor","is-a","figure of speech","science",1
"song","is-related-to","mockingbird","nature",1
"bright","is-property-of","lightning","nature",1
"objective","is-property-of","referee","culture",1
"San Marino","is-part-of","Southern Europe","geography",1
"cliché","is-property-of","Comic Sans MS","graphics",1
"coconut","is-part-of","Bounty","culture",1
"vicious","is-property-of","The Terminator","media",1
"long","is-property-of","hibernation","nature",1
"earthworm","is-related-to","grave","culture",1
"Emigre","is-related-to","Mrs Eaves","graphics",1
"gnarled","is-same-as","twisted","properties",1
"angular","is-property-of","dice","culture",1
"bright","is-property-of","full moon","nature",1
"small","is-property-of","stream","nature",1
"black","is-property-of","space","science",1
"fall","is-same-as","autumn","nature",1
"careful","is-related-to","danger","nature",1
"ugly","is-property-of","witch","culture",1
"coward","is-related-to","war","culture",1
"kitchen","is-part-of","house","culture",1
"yellow","is-property-of","sunflower","nature",2
"injured","is-effect-of","injury","nature",1
"curious","is-property-of","anteater","nature",1
"social","is-property-of","ant","culture",1
"black","is-property-of","toga","science",1
"yellow","is-property-of","CMYK","graphics",1
"night","is-related-to","Santa Claus","culture",1
"rhythm and blues","is-related-to","blues","sound",1
"dirty","is-property-of","industrial","properties",1
"powerful","is-property-of","red","graphics",1
"Times Square","is-part-of","tourism","culture",1
"creepy","is-property-of","basement","culture",1
"prestigious","is-property-of","Yale","science",1
"good","is-related-to","dove","nature",1
"mammoth","is-part-of","Prehistory","history",1
"natural","is-property-of","brown","properties",1
"soft","is-property-of","kiss","people",7
"hard","is-property-of","nut","nature",4
"Aphrodite","is-part-of","drum and bass","sound",1
"s81","is-a","s68a","people",1
"creative","is-related-to","idea","culture",1
"pink","is-property-of","azalea","nature",1
"particle","is-related-to","quantum theory","culture",1
"fresh","is-property-of","fragrant","properties",1
"silly","is-property-of","Fawlty Towers","media",1
"medal","is-a","prize","culture",1
"magic","is-related-to","pseudoscience","culture",1
"cowboy","is-related-to","farm","nature",1
"suit","is-related-to","bureaucracy","culture",1
"industrial","is-related-to","artificial","properties",1
"hot","is-property-of","club","culture",1
"thunder","is-related-to","lightning","nature",1
"river","is-part-of","landscape","nature",1
"short","is-property-of","February","culture",1
"big","is-property-of","Baltimore","geography",1
"poverty","is-related-to","World War II","culture",1
"dirty","is-property-of","vulgar","properties",1
"rowing","is-part-of","Olympic Games","culture",1
"great","is-property-of","Allah","culture",1
"slow","is-property-of","toad","nature",1
"Gandalf","is-related-to","Odin","culture",1
"real estate agent","is-a","job","people",1
"office","is-related-to","bureaucracy","culture",1
"wood","is-property-of","coffin","culture",1
"topaz","is-a","gem","nature",1
"Earth","is-related-to","equinox","nature",1
"T-SERIES","is-a","techno","graphics",1
"baby","is-part-of","reproduction","nature",1
"elegant","is-property-of","crop circle","culture",1
"anxiety","is-related-to","spider","people",1
"fast","is-property-of","greedy","properties",1
"weird","is-related-to","strange","properties",1
"passionate","is-related-to","grape","nature",1
"cedar","is-a","conifer","nature",1
"Eiffel Tower","is-part-of","Paris","geography",1
"costume","is-related-to","Cosplay","culture",1
"Iceland","is-part-of","Northern Europe","geography",1
"Chicken Run","is-a","movie","culture",1
"teal","is-opposite-of","pink","graphics",1
"jail","is-same-as","prison","culture",1
"distortion","is-property-of","transformation","graphics",1
"oval","is-a","shape","graphics",1
"hectic","is-related-to","parliament","culture",1
"natural","is-property-of","gradient","graphics",1
"rigid","is-property-of","contract","culture",1
"ice","is-related-to","ice hockey","culture",1
"cosy","is-related-to","sleep","culture",1
"aurora","is-related-to","nebula","nature",1
"color","is-property-of","pixel","graphics",1
"sink","is-part-of","bathroom","culture",1
"fast","is-property-of","Ferrari","culture",1
"playful","is-related-to","interesting","properties",1
"logic","is-related-to","Alice in Wonderland","media",1
"dangerous","is-property-of","espionage","culture",1
"sharp","is-property-of","election","culture",1
"s51a","is-a","s51","people",1
"twisted","is-property-of","insanity","culture",1
"Bixton","is-part-of","London","geography",1
"bra","is-a","underwear","culture",1
"crustacean","is-a","marine","nature",1
"dangerous","is-property-of","venom","nature",1
"rigid","is-property-of","karate","culture",1
"stratus","is-a","cloud","nature",1
"boring","is-related-to","office","culture",1
"Jan Mayen","is-part-of","Northern Europe","geography",1
"condor","is-a","bird","nature",1
"nebula","is-part-of","galaxy","nature",1
"uniform","is-property-of","Akzidenz-Grotesk","graphics",1
"uncertain","is-property-of","crisis","people",1
"persistent","is-property-of","radioactivity","nature",1
"murder","is-a","crime","culture",1
"lock","is-related-to","secret","culture",1
"refugee","is-related-to","migration","culture",1
"vicious","is-property-of","rat","nature",1
"Austin","is-a","city","geography",1
"Einstein","is-related-to","physics","people",1
"smooth","is-property-of","Rolls Royce","culture",1
"number","is-part-of","dice","culture",1
"orthogonal","is-property-of","rectangle","graphics",1
"rifle","is-part-of","paintball","culture",1
"trick","is-related-to","magic","culture",1
"rose","is-a","flower","nature",2
"Hermann Zapf","is-related-to","Zapfino","people",1
"atomic bomb","is-a","nuclear weapon","culture",1
"Lego","is-a","toy","culture",1
"evening","is-related-to","bathroom","culture",1
"socialism","is-related-to","Karl Marx","culture",1
"repetitive","is-related-to","rhythmic","properties",1
"1","is-a","number","culture",2
"s62","is-a","s63","people",2
"therapy","is-related-to","couch","culture",1
"s73","is-a","s72","people",2
"s4","is-a","s9a","people",1
"dangerous","is-property-of","ominous","properties",1
"radar","is-related-to","bat","nature",1
"nice","is-related-to","fragrant","properties",1
"Miami","is-part-of","Florida","geography",1
"snow","is-related-to","mountain","nature",1
"curious","is-property-of","Leonardo da Vinci","history",1
"skeleton","is-related-to","X-ray","culture",1
"Vermont","is-a","state","geography",1
"running","is-a","sport","culture",1
"Notre Dame de Paris","is-part-of","tourism","culture",1
"Futurism","is-part-of","art","history",1
"wrist","is-part-of","arm","nature",1
"Bulgaria","is-a","country","geography",1
"hall","is-a","room","culture",1
"Giambattista Bodoni","is-a","classic","people",1
"YouTube","is-related-to","movie","media",1
"romantic","is-property-of","letter","culture",1
"pillar","is-part-of","arcade","culture",1
"kiwi","is-a","fruit","nature",1
"green","is-property-of","olive","graphics",1
"dynamic","is-property-of","snowboarding","culture",1
"orange","is-property-of","pumpkin","nature",3
"odd","is-same-as","uneven","properties",1
"Western Europe","is-related-to","welfare","culture",1
"H. P. Lovecraft","is-related-to","Call of Cthulhu","media",1
"calm","is-property-of","intimate","properties",1
"slow","is-property-of","turtle","nature",1
"Uffizi","is-a","museum","culture",1
"Arnold Schwarzenegger","is-a","The Terminator","people",1
"black","is-opposite-of","white","graphics",2
"sharp","is-property-of","spear","history",1
"pétanque ball","is-part-of","pétanque","culture",1
"painful","is-property-of","FAIL","culture",1
"sans","is-same-as","sans serif","graphics",1
"fragile","is-property-of","Jesus","culture",1
"Berlin","is-a","city","geography",1
"fire","is-related-to","Prehistory","history",1
"Houston","is-a","city","geography",1
"fox","is-a","dog","nature",1
"restless","is-property-of","anxiety","emotion",1
"neutral","is-property-of","gray","properties",1
"discipline","is-related-to","battle","history",1
"stupid","is-related-to","funny","properties",1
"ignorance","is-effect-of","intelligent design","history",1
"Georgia","is-a","state","geography",1
"cold","is-property-of","asylum","culture",1
"soft light","is-a","blend mode","graphics",1
"round","is-property-of","circle","graphics",2
"gum","is-a","myrtle","nature",1
"nightlife","is-related-to","evening","culture",1
"cold","is-property-of","ice","nature",5
"courage","is-related-to","red","graphics",1
"warm","is-related-to","lazy","properties",1
"helm","is-related-to","construction worker","people",1
"mouse","is-part-of","basement","culture",1
"heather","is-a","flower","nature",1
"wind","is-part-of","pollination","nature",1
"s0","is-related-to","s3","",2
"elegant","is-property-of","Mac OS X","culture",1
"pigeon","is-a","fruit feeder","nature",1
"Trixie","is-a","trash","graphics",1
"interesting","is-property-of","sex","nature",1
"Karl Marx","is-a","philosopher","people",1
"puppy","is-a","baby","nature",1
"pepper","is-opposite-of","salt","culture",1
"park","is-related-to","sunday","culture",1
"big","is-property-of","polar bear","nature",1
"wild","is-related-to","summer","nature",1
"Arnold Schwarzenegger","is-a","politician","people",1
"cowboy","is-related-to","horse","culture",1
"plant","is-related-to","vegetation","nature",1
"loud","is-property-of","shout","nature",1
"consciousness","is-related-to","conscience","culture",1
"democracy","is-a","government","culture",1
"aster","is-a","flower","nature",1
"2Rebels","is-related-to","Un","graphics",1
"funny","is-property-of","humor","people",1
"geology","is-part-of","nature","nature",1
"fluid","is-property-of","school","nature",1
"striped","is-property-of","bee","nature",1
